"GEOID","NAME","STATE","YEAR","TOTAL_POP","MEDIAN_AGE","WHITE_POP","BLACK_POP","ASIAN_POP","HISPANIC_POP","MEDIAN_INCOME","POVERTY_RATE","NO_HEALTH_INSURANCE","MEDIAN_HOME_VALUE","MEDIAN_RENT","BACHELORS_DEGREE"
"18161","Union","IN",2021,654514,33.4317610552534,758686,396403,273935,164784,73729,27.5226584996562,26.1899752216414,525456,1844,36.429776835721
"26107","Mecosta","MI",2021,567460,39.3751430651173,757179,324478,173675,136847,30490,22.4868778325617,9.89618060644716,670952,2136,40.2975042141043
"26063","Huron","MI",2021,448489,33.9864191273227,243768,145121,269886,72790,64368,11.2062959827017,23.8236776436679,416471,609,21.6542604053393
"36067","Onondaga","NY",2021,703237,42.8856123797596,321226,368582,33771,283838,96604,15.3838651499245,25.5003639729694,399133,993,34.7180694830604
"20175","Seward","KS",2021,535949,41.5490119345486,854961,61415,267734,358213,68977,27.4531075800769,24.4465289264917,888239,1427,35.5565859028138
"36071","Orange","NY",2021,519052,44.671802809462,129842,41092,130732,184624,75381,8.73990518855862,12.0755230053328,677389,2650,16.4096886548214
"08031","Denver","CO",2021,466344,32.4804601818323,620058,435045,153745,212347,61272,20.9371081390418,26.5719632478431,124251,905,10.7779864943586
"36017","Chenango","NY",2021,438636,43.3144913008437,122251,468314,208457,321686,30720,7.64060459448956,25.397087498568,994030,2858,52.7622460294515
"21101","Henderson","KY",2021,604094,46.2867286428809,385673,69892,297170,17450,72215,28.5991210152861,28.9483462111093,828107,736,31.4805247145705
"21195","Pike","KY",2021,309028,43.3979584695771,92836,330982,170584,336405,41288,13.8554698391818,14.1241990635172,682614,623,47.1553038363345
"08019","Clear Creek","CO",2021,216880,32.6123078912497,217454,341249,247999,169785,45449,20.6919753761031,11.8381428206339,947968,538,54.9280033935793
"08055","Huerfano","CO",2021,816022,31.3383968686685,542142,160608,83629,80694,68447,28.1521737528965,28.4160493849777,106054,2926,59.2411033250391
"21093","Hardin","KY",2021,193117,39.5651142951101,864462,283925,19584,227290,64844,11.6121557145379,6.06344256782904,145431,2173,10.4467200022191
"21127","Lawrence","KY",2021,174311,43.446788918227,809827,146277,202281,209509,62105,18.7410321796779,8.50545973051339,622197,1716,53.7135433079675
"26099","Macomb","MI",2021,51398,47.6647858927026,118713,433853,260298,206626,69289,14.6664507873356,28.470115356613,313685,2303,21.4006536314264
"21135","Lewis","KY",2021,847217,36.6942264372483,285294,45583,186860,119249,42070,16.9337155134417,22.1508367289789,694755,2680,26.850824910216
"22051","Jefferson","LA",2021,50239,47.4432531604543,403406,467884,252732,168552,95561,14.0822018217295,6.60327712772414,787241,2949,54.3734848988242
"22111","Union","LA",2021,746311,45.4694417817518,789349,298418,6407,353528,80381,19.050080004381,16.1757108382881,423019,2917,52.5990945077501
"22067","Morehouse","LA",2021,786637,49.9724556319416,720618,433463,106776,339023,63767,12.5647226651199,16.1732153501362,658078,2046,10.9939499315806
"08091","Ouray","CO",2021,214765,41.1156342504546,781453,195974,132839,197109,54561,12.9391473496798,6.15866716951132,745030,1856,28.1447082199156
"23013","Knox","ME",2021,23944,45.6162995984778,672382,122885,95533,67434,82087,5.82075395621359,20.8964450005442,543956,2626,44.0226022410206
"23015","Lincoln","ME",2021,977643,37.500990992412,512805,465315,231025,126511,59925,17.0003267657012,1.93100467091426,940993,1188,54.3790702964179
"02170","Matanuska-Susitna","AK",2021,777371,46.560698770918,79552,159840,48398,329467,65810,10.3724566823803,19.8271851637401,483879,2746,11.0809306288138
"02290","Yukon-Koyukuk","AK",2021,519985,30.0966842239723,520240,335563,75150,265784,55970,20.3577360848431,5.86058086948469,846478,637,23.915076374542
"24005","Baltimore","MD",2021,139741,33.4506921004504,109420,45567,72313,10361,52345,29.1531286388636,18.832800288219,429853,2424,37.6793456287123
"24047","Worcester","MD",2021,574659,36.7969865445048,666053,97859,17933,335933,66410,11.0179134772625,14.903838916216,267647,647,12.0147936651483
"24031","Montgomery","MD",2021,70934,47.8433750150725,728667,429425,247967,240180,95688,7.06656651571393,12.3442129441537,810814,1365,20.201112437062
"01051","Elmore","AL",2021,362950,45.3198095364496,410170,55740,114105,335759,64174,11.5843554155435,27.4374795821495,356676,1941,47.2726358706132
"01009","Blount","AL",2021,708413,43.7271733535454,687616,287075,47102,271054,88420,11.1132209491916,21.0163222183473,337950,767,31.555068960879
"25001","Barnstable","MA",2021,877684,47.0944029884413,388659,85071,2389,288871,36438,27.2078324994072,22.2283318382688,421946,1358,58.2884679920971
"25013","Hampden","MA",2021,570859,42.6089513488114,22118,84836,221498,199939,94670,8.4102339821402,20.5247162142769,356233,1732,44.5483771176077
"26041","Delta","MI",2021,756999,30.2035469422117,752197,136194,12015,276065,72662,23.4203504235484,18.092188204173,599198,697,49.6948530105874
"01025","Clarke","AL",2021,526199,35.0601744418964,180061,6361,198862,71157,33281,28.6833203176502,20.0770397647284,891085,2032,50.7679916126654
"01055","Etowah","AL",2021,902914,43.5920161101967,671039,293393,212724,192986,86700,29.7289573948365,9.24581772414967,989516,2154,13.8573339465074
"26013","Baraga","MI",2021,280882,36.4580718427896,534164,98109,5713,179896,43166,19.6471083222423,3.76854257890955,827876,664,59.3990927585401
"01115","St. Clair","AL",2021,542051,46.7409143224359,475074,162568,63000,344951,63427,20.1739027351141,16.9496710645035,369278,2177,17.9358431976289
"01065","Hale","AL",2021,526607,41.3341503264382,163602,115411,233704,168034,34018,10.819441966014,17.0154697238468,569300,2411,23.6222563218325
"27137","St. Louis","MN",2021,424271,30.581809328869,571642,147412,79978,302390,39050,10.9281049529091,16.5643533831462,855027,2658,15.3955451352522
"27107","Norman","MN",2021,898401,42.7756575215608,99114,63859,74539,108066,33357,28.2637929555494,2.18528714496642,136210,1220,35.2469768747687
"27173","Yellow Medicine","MN",2021,756726,49.8853162163869,380323,285489,241265,392959,77725,20.0646052090451,13.9088795799762,154886,763,54.0047954209149
"28087","Lowndes","MS",2021,946765,31.934109525755,526689,317652,233768,122172,50921,16.85743730166,17.7367763710208,585667,1272,24.9923236458562
"29031","Cape Girardeau","MO",2021,83042,33.1478453939781,157957,50522,151882,27652,48555,17.614659947576,7.72169878939167,558619,1320,22.5839402200654
"29201","Scott","MO",2021,335758,35.996268405579,194195,489349,110193,190253,30230,15.5758655874524,14.2954319226556,872079,919,37.8060823096894
"29081","Harrison","MO",2021,353434,45.9725600574166,621033,288271,37453,243880,41518,6.71794133493677,28.9537182287313,398718,1880,33.0367333162576
"30031","Gallatin","MT",2021,20860,31.8483626563102,271581,474140,285877,64866,36848,28.9767678489443,23.9033498824574,794047,2626,38.2099436502904
"30071","Phillips","MT",2021,785228,36.5937460958958,311552,242206,241315,246254,88654,12.8951197152492,12.4961576261558,535225,631,38.2963974867016
"30085","Roosevelt","MT",2021,653562,40.2781562320888,559992,201760,63697,251641,36888,21.1221645423211,14.084672536701,182674,2819,54.1073102178052
"30089","Sanders","MT",2021,69422,38.797707776539,51678,373962,60855,365546,54949,17.1050014684442,28.7056572781876,582576,985,36.9789493526332
"31103","Keya Paha","NE",2021,812242,43.9748295675963,143781,481920,177950,20035,94466,6.71032075304538,17.1858703927137,182948,1548,37.7720886864699
"34011","Cumberland","NJ",2021,946777,39.3218282004818,292875,239491,113541,215376,77948,24.4597437453922,15.0315858260728,593274,1536,46.3485157606192
"34041","Warren","NJ",2021,760724,46.2971105147153,516607,232386,294706,55109,55244,20.1163806789555,24.0916298283264,546776,1583,31.5770229580812
"34005","Burlington","NJ",2021,119284,33.383578537032,473664,309599,226277,357690,80671,14.0477975900285,27.2249224456027,861391,785,58.3430442283861
"34023","Middlesex","NJ",2021,599774,40.9832136379555,528916,349928,145276,225153,70491,7.00561092351563,29.2376578180119,396837,2190,39.6685486100614
"35041","Roosevelt","NM",2021,228442,40.7250340189785,408958,28961,42361,57615,92463,18.4416350338142,12.7169651328586,679085,1401,52.7473479299806
"37031","Carteret","NC",2021,776801,32.5656874245033,515730,373832,52874,29756,34271,17.9189900588244,27.4723542435095,684492,2537,47.6621458912268
"37165","Scotland","NC",2021,13908,35.9293666994199,378035,492410,86699,302856,80501,17.4747511814348,19.2490565520711,239359,1712,29.6001018979587
"37009","Ashe","NC",2021,468738,41.3151136506349,560266,431690,273889,295759,33069,28.7501496216282,11.9059377210215,714908,1896,44.7065947949886
"37075","Graham","NC",2021,248094,35.0105555029586,312579,485306,267682,382980,75965,9.64779727044515,2.82919997116551,879812,2196,17.2828619740903
"38105","Williams","ND",2021,200824,31.1188910761848,68449,297886,61255,88412,68249,19.8726534622256,11.779254230205,258859,785,48.4994850843213
"38085","Sioux","ND",2021,83374,35.1677435357124,776042,381118,275146,189863,39360,22.4106618971564,8.53945834329352,701716,866,43.4948906674981
"39123","Ottawa","OH",2021,738662,31.4320363663137,481241,263632,239285,121930,43304,10.3041385661345,15.6433089799248,266881,1860,27.2004246967845
"39125","Paulding","OH",2021,151325,46.630168906413,831092,210352,295109,296595,48137,23.9034848823212,1.35730616049841,870059,1234,14.0958697441965
"39035","Cuyahoga","OH",2021,885837,32.9159640148282,697804,233740,285551,148203,36783,20.4542860516813,7.81276841880754,947032,2344,14.9019326339476
"40095","Marshall","OK",2021,123162,40.7616826053709,619195,63195,119182,81136,65006,6.4275622786954,0.33355912193656,715152,2883,20.8965088729747
"40013","Bryan","OK",2021,644503,48.8343550125137,341415,383902,199131,47999,80704,29.3528826453257,27.625310216099,938867,2216,19.7297468339093
"40023","Choctaw","OK",2021,519587,42.8643478918821,142982,386029,282039,236176,49127,26.6008149262052,20.7069340255111,272205,2523,36.2643906287849
"41033","Josephine","OR",2021,608282,40.2616310957819,647834,482178,266530,28750,75488,21.9852705847006,4.74168735556304,953205,1896,19.9717996199615
"41045","Malheur","OR",2021,985983,37.5361386081204,662839,305977,291574,46270,33180,6.72958559123799,11.2166577181779,639259,2262,49.7376213921234
"41001","Baker","OR",2021,868802,46.8746947543696,723405,124773,245181,148813,90240,16.5046052495018,9.90160312503576,961934,1416,30.9609007230029
"41021","Gilliam","OR",2021,525518,40.6792639289051,720307,250588,188502,78405,55671,16.1155175778549,10.5250261863694,983846,2487,33.093015444465
"42045","Delaware","PA",2021,206239,47.670657611452,404833,34578,85177,76532,30788,19.3282656383235,25.8803850528784,759248,2665,28.5372838866897
"42049","Erie","PA",2021,923340,34.5158918621019,251441,177711,63299,396428,40603,14.6553096722346,26.7818641103804,827101,2217,44.2354002757929
"42059","Greene","PA",2021,933849,44.7240554122254,491441,276636,40067,309440,87966,15.7027636375278,3.02198360441253,300649,2462,31.3008559076115
"45053","Jasper","SC",2021,358529,36.157119916752,215333,154835,188547,330276,45746,21.1778581910767,28.8388582784683,480690,893,30.8128577913158
"45043","Georgetown","SC",2021,876195,34.5904835686088,325438,39038,117223,322406,69399,19.8708833614364,8.82796264719218,741196,1473,30.2524851541966
"45091","York","SC",2021,817169,45.7056088652462,711990,9669,207658,158039,52349,27.7855953329708,10.7256963313557,383763,2516,27.9340836592019
"45057","Lancaster","SC",2021,281801,47.1592082548887,666138,292752,47728,192339,67723,28.7854176142719,11.5453471569344,165964,1692,16.1891678604297
"46009","Bon Homme","SD",2021,887733,34.287833198905,21925,36,233161,94057,65141,9.0654334879946,12.4322925740853,792796,926,43.441033877898
"47065","Hamilton","TN",2021,460338,43.6230266653001,597544,292856,75057,345070,44578,6.50438792188652,27.3419795092195,358604,1107,17.6899557490833
"47163","Sullivan","TN",2021,648495,39.522179402411,657045,332281,146812,50993,39299,14.9606875213794,18.5456513939425,635769,1910,30.3878875123337
"47009","Blount","TN",2021,697084,41.513326941058,435732,184305,150407,323610,95372,6.38790117343888,20.3068839618936,873842,2780,30.7221472868696
"47019","Carter","TN",2021,350046,46.8577157892287,732505,42154,90301,229619,34231,9.10587189835496,16.3070549955592,292938,2071,46.6135947057046
"48273","Kleberg","TX",2021,323810,42.0383747061715,845561,363355,68615,385889,46435,7.01097725657746,15.5861380090937,913469,1770,27.7033727406524
"48391","Refugio","TX",2021,60703,39.928170312196,417711,472131,206863,134756,95524,25.5209960520733,14.2163030616939,251466,2673,15.3545739967376
"48201","Harris","TX",2021,917238,31.2016559904441,464374,232091,225378,48731,44470,27.5112546409946,1.29577366635203,358691,736,15.166817677673
"48443","Terrell","TX",2021,775723,30.7641661167145,217443,374474,274046,1094,81122,23.7029054795858,3.35331994341686,527174,1003,56.8275907449424
"48229","Hudspeth","TX",2021,206805,31.9129615230486,232088,175858,106852,115184,50371,21.8641611002386,27.1636233176105,180328,2214,11.1408029356971
"48205","Hartley","TX",2021,501644,41.7196783144027,396595,480918,184642,27234,58154,10.2527765335981,29.3121324945241,764156,2784,13.5838099545799
"48351","Newton","TX",2021,670616,42.1213113050908,472981,214151,219612,170942,89809,15.7950394041836,19.0123505727388,545177,1207,53.391408410389
"54107","Wood","WV",2021,429097,49.1146860504523,786205,179325,179165,31382,34097,20.1668185659219,5.74727956205606,117640,2886,33.0212167254649
"49037","San Juan","UT",2021,597037,35.6467081187293,568776,89200,103615,115510,66124,7.86754116532393,29.0824712952599,146832,2820,11.9936205935664
"49033","Rich","UT",2021,38667,38.7101862486452,366206,78222,180996,373464,77746,12.4846059666015,5.18439133185893,223938,1662,16.7534936242737
"50027","Windsor","VT",2021,673780,34.1234991978854,642981,172875,70729,371843,50919,9.0304425987415,20.7072755112313,128630,2359,41.6147323232144
"51119","Middlesex","VA",2021,263883,41.2200193665922,812038,178032,229487,143648,84911,16.3362956617493,8.77880870131776,984320,2520,19.0056686894968
"51131","Northampton","VA",2021,375699,41.310211410746,788991,335036,187639,262451,34999,20.1679668982979,19.7929450683296,714079,2160,45.5987386428751
"51117","Mecklenburg","VA",2021,864057,41.3349030027166,644975,316408,189569,11842,90946,22.790760792559,26.2050394993275,768376,2203,14.1283200494945
"51133","Northumberland","VA",2021,937665,33.668544110842,723650,266697,276662,144858,52845,11.4946090860758,12.4852780695073,230255,662,40.3216631873511
"51051","Dickenson","VA",2021,417982,42.4831857951358,427430,323137,45572,381258,96778,19.7418695676606,18.407210984733,171409,583,15.0971382064745
"51107","Loudoun","VA",2021,881163,45.0667487410828,509716,43596,239828,80559,68809,18.6197129788343,29.9713870324194,547816,2120,11.1189073673449
"51181","Surry","VA",2021,792954,44.7253713617101,452138,99167,200878,102795,37947,17.9761535907164,13.0124483420514,946669,654,16.8950713961385
"53027","Grays Harbor","WA",2021,538883,43.2618720270693,559706,241238,191957,370632,88158,6.34688962134533,0.894423807039857,986716,2916,40.4009110433981
"53053","Pierce","WA",2021,20497,49.6831794641912,796682,449890,6098,364155,81312,28.934418783756,22.9004921810701,656194,948,40.7290029595606
"53047","Okanogan","WA",2021,846312,40.3628864977509,301580,442176,244348,211894,57351,9.81082946644165,0.263983933255076,154391,2393,21.0247248201631
"53071","Walla Walla","WA",2021,728329,47.2777666384354,849860,460193,237816,392086,80867,18.9690432872158,27.0573333604261,125448,1771,53.3241699938662
"02066","Copper River","AK",2021,106237,39.3500670185313,25402,115092,164073,165127,80755,22.7321825176477,6.60528705222532,745115,855,28.0552825680934
"54031","Hardy","WV",2021,733348,35.7916770176962,689631,482925,43742,69146,53727,8.28914889832959,15.9605763852596,170191,1185,21.522845516447
"54023","Grant","WV",2021,271673,37.3587630363181,586581,5012,206896,77372,58626,29.0075258887373,27.3698154953308,758457,1180,44.6363199409097
"55121","Trempealeau","WI",2021,271113,43.983988869004,30299,83810,165448,252625,93784,13.2496806920972,6.08668062603101,732367,1298,35.9536218596622
"55037","Florence","WI",2021,93266,31.2176115531474,195176,253377,163399,113410,51436,9.48296951362863,11.6057436307892,661711,869,32.2040469176136
"02100","Haines","AK",2021,628938,49.5294108707458,827388,205542,21488,322353,35587,28.2552098925225,17.744962067809,692279,2711,45.6494702165946
"56045","Weston","WY",2021,576437,35.325745367445,91624,32232,142472,192060,80973,9.68741524382494,20.3758025891148,272308,1036,30.4104699543677
"05013","Calhoun","AR",2021,733146,37.1805035788566,411617,64953,289827,22753,68620,19.8563003982417,5.88479099795222,182108,2458,27.9992152494378
"05061","Howard","AR",2021,68043,46.3628674438223,506865,280288,208018,342237,64115,8.02846943959594,0.913634276948869,730837,2356,20.8863168163225
"05099","Nevada","AR",2021,273139,46.9347256561741,251049,393600,90504,122573,79726,9.86128994380124,24.9956995574757,268436,2424,43.8103399961255
"05103","Ouachita","AR",2021,372597,47.6092551043257,72940,432757,32431,90755,99462,20.5632046225946,7.70227718632668,329068,1209,13.2947140629403
"06063","Plumas","CA",2021,58598,34.651128416881,866259,171724,52811,206352,95101,26.668677352136,13.4374350355938,770784,2423,54.9232702027075
"06101","Sutter","CA",2021,912771,45.8702700678259,336915,483510,220520,305451,76931,29.0913200948853,28.9220572658814,901465,1276,14.055997740943
"06021","Glenn","CA",2021,465486,42.2093306900933,412510,148535,58979,90413,53160,23.139224749757,0.849931945558637,446739,2662,49.8545234813355
"08015","Chaffee","CO",2021,539869,45.4911394556984,153133,65937,130022,50121,94439,28.6815564800054,28.0541639705189,586139,1181,23.8383360463195
"08065","Lake","CO",2021,647541,44.3990561366081,386986,41759,253536,274540,35648,24.1626941785216,28.5315132793039,200095,1949,50.3229235322215
"08027","Custer","CO",2021,830533,33.7933576945215,303364,4279,131586,332913,41068,19.7460758045781,6.8982177414,748425,1703,22.785501324106
"12097","Osceola","FL",2021,903152,44.4621167657897,160669,245611,276646,167097,60128,16.4074578101281,28.7143680034205,303829,561,24.8139701923355
"12119","Sumter","FL",2021,15985,41.6325747407973,347221,340693,152609,111688,93061,7.04113023355603,29.5708370092325,166921,1393,35.8465182268992
"12107","Putnam","FL",2021,547827,38.658733018674,324820,293085,209203,57234,35473,28.1908470974304,6.7658486799337,461040,1817,33.0316597037017
"13219","Oconee","GA",2021,766003,41.9064095569775,409011,85546,78410,284186,70438,27.8857351990882,29.4976606755517,897757,1676,37.8849178226665
"13135","Gwinnett","GA",2021,497745,34.5701772952452,829479,278014,147076,370676,58468,18.7565153418109,19.4343750947155,212812,1089,15.605035868939
"13009","Baldwin","GA",2021,586082,36.7091182852164,426758,66142,178046,314562,99960,15.5478528828826,4.50560241937637,747922,2256,38.3529823529534
"13001","Appling","GA",2021,168452,39.2973823612556,426908,250847,291039,12840,96943,6.76315795979463,14.8631466832012,545183,2247,20.4340240242891
"13271","Telfair","GA",2021,218870,36.5396803990006,267249,135742,96173,85959,49023,19.9390672857407,8.43892252072692,668144,1943,57.2439741599374
"13217","Newton","GA",2021,565398,30.9366943221539,41088,151308,129264,82398,39198,25.7099559251219,17.038171235472,807781,2698,34.2757160565816
"13163","Jefferson","GA",2021,522099,47.2018032986671,373767,236082,268209,108120,46012,13.794331329409,12.6917463680729,741408,639,46.9926163810305
"13267","Tattnall","GA",2021,799935,36.7848736839369,181817,125522,165006,263687,54667,10.6844997918233,25.3120821760967,884977,2072,56.785091352649
"13317","Wilkes","GA",2021,3840,42.967237541452,122952,457303,271692,171945,82958,18.1158319010865,22.7343374770135,736766,1916,10.9509696392342
"13319","Wilkinson","GA",2021,202907,47.0136003289372,741660,153700,69261,302110,62893,16.1511573195457,25.0960639980622,155342,1903,31.90232493449
"13237","Putnam","GA",2021,33163,47.4875228991732,780277,138966,48235,326256,85231,7.66689813579433,19.7847248590551,950595,2345,33.1152143329382
"13079","Crawford","GA",2021,488595,46.3241599267349,734325,360222,57258,366275,84695,26.676529495744,17.3577939975075,910642,2338,56.8194459448569
"16013","Blaine","ID",2021,166044,41.6488370299339,111996,379507,21327,212711,93788,27.3418295383453,2.23709723213688,107393,1335,42.2523124632426
"16023","Butte","ID",2021,973057,41.4951109047979,618913,378400,263792,236520,74946,20.3448254859541,4.10054947715253,248102,916,50.7856008852832
"16025","Camas","ID",2021,547171,49.0620902553201,496182,377235,8538,308003,77352,20.33055655309,13.5617296909913,520681,1997,19.3740809825249
"17065","Hamilton","IL",2021,546974,47.0631505968049,562268,264941,58997,162615,51748,21.5246900520287,15.1903822878376,594969,2450,24.6198152098805
"18055","Greene","IN",2021,809037,33.9148186193779,538273,474694,263427,352437,95752,8.16201032837853,8.35496831685305,217318,2436,39.1190683143213
"18051","Gibson","IN",2021,267120,46.6191456653178,898616,310057,291506,393666,43091,27.2357320948504,26.0254045226611,158203,1296,52.4720557290129
"18027","Daviess","IN",2021,816377,49.3612354714423,652451,23420,212004,311743,59938,17.0863660762552,22.0365650486201,301846,697,21.4039227832109
"19039","Clarke","IA",2021,748462,46.2855199165642,899284,139689,204576,32176,74085,6.39988872106187,14.2467548791319,744606,2193,23.410341180861
"19001","Adair","IA",2021,946695,44.0376478293911,607280,207345,155891,320369,43253,26.4886250556447,14.2983675375581,286500,2495,49.4308820832521
"20027","Clay","KS",2021,360967,38.8277785666287,315142,397425,20917,192907,32587,10.8755078935064,0.146168544888496,701927,2057,14.0097169345245
"20171","Scott","KS",2021,958480,45.9496715432033,555957,460420,92757,87576,73808,28.8417305226903,7.01808076584712,707564,2682,13.0168603407219
"20047","Edwards","KS",2021,276918,34.7050893027335,441302,2386,279104,293540,49858,8.63885049009696,15.5301615362987,544433,1997,40.4609275073744
"21115","Johnson","KY",2021,375184,37.3874966008589,678565,480079,90516,390371,31232,16.5388057078235,14.7571707121097,953888,2909,26.3012812961824
"21175","Morgan","KY",2021,543215,48.267090972513,407291,307420,22473,234052,67362,22.4552157521248,19.0555734629743,355486,1322,13.1980269472115
"21095","Harlan","KY",2021,427602,48.7929848302156,342684,347015,85183,31454,77277,5.61731724999845,20.9936640830711,442913,2926,40.3506800788455
"21187","Owen","KY",2021,104900,35.0847673695534,286963,457923,155873,50328,89547,24.7381956211757,19.2304843990132,900627,799,45.1991505711339
"21097","Harrison","KY",2021,838777,33.9267135551199,236919,38688,166474,359976,31376,12.6823705225252,7.91593583766371,862085,761,31.0229831631295
"21197","Powell","KY",2021,83603,36.1655537830666,87258,310879,264969,144435,57183,27.4770312954206,27.8029799857177,450877,2409,54.0283413976431
"21069","Fleming","KY",2021,709518,39.9073577625677,629611,191175,216306,334334,88321,12.1966199611779,8.03778269793838,916507,1215,23.2079554954544
"21063","Elliott","KY",2021,458205,32.1971583599225,435320,294092,131277,221047,33634,12.2687745676376,18.9619051641785,638974,544,58.8735684426501
"21079","Garrard","KY",2021,338023,41.9332600664347,518463,498369,53898,333173,72093,22.8023531741928,2.19912217464298,930650,2037,28.6142589314841
"22069","Natchitoches","LA",2021,773014,41.149887307547,320455,227395,150640,269352,35748,18.8542435015552,6.34917065268382,506475,1041,45.6428130529821
