"GEOID","county_name","traffic_fatality_rate_per_100k"
"26013","Baraga",5.08227055797701
"01115","St. Clair",7.90675756485672
"01065","Hale",8.5870889912323
"27137","St. Louis",7.65824700341769
"27107","Norman",8.82463661570797
"27173","Yellow Medicine",6.4475684874668
"28087","Lowndes",9.43449992228624
"29031","Cape Girardeau",9.03398501643118
"29201","Scott",8.19213225149721
"29081","Harrison",9.21843574659395
"30031","Gallatin",11.4401011818415
"30071","Phillips",8.56250835458779
"30085","Roosevelt",7.51728020725781
"30089","Sanders",8.84503283024518
"31103","Keya Paha",4.3250406889859
"34011","Cumberland",8.60131128734227
"34041","Warren",7.35282226287944
"34005","Burlington",8.94274236571264
"34023","Middlesex",10.2482244909894
"35041","Roosevelt",9.80620135508677
"37031","Carteret",7.65712285249562
"37165","Scotland",8.0286642455062
"37009","Ashe",8.72404665360072
"37075","Graham",8.62530435590827
"38105","Williams",7.76626851592597
"38085","Sioux",10.0179507211873
"39123","Ottawa",11.7390883616521
"39125","Paulding",8.70994873975589
"39035","Cuyahoga",9.73612536006624
"40095","Marshall",7.38779319881879
"40013","Bryan",8.15126746136428
"40023","Choctaw",9.67406847187153
"41033","Josephine",8.53548357640801
"41045","Malheur",8.15221245082181
"41001","Baker",6.76084471028404
"41021","Gilliam",7.09070226316143
"42045","Delaware",6.92745274959615
"42049","Erie",10.033335199419
"42059","Greene",11.8335823288509
"45053","Jasper",9.13339534733817
"45043","Georgetown",8.19216448951245
"45091","York",8.90509780982861
"45057","Lancaster",10.2098414673363
"46009","Bon Homme",6.50897561857818
"47065","Hamilton",9.44854031489876
"47163","Sullivan",8.97662690416159
"47009","Blount",5.18091235080228
"47019","Carter",9.93265433167102
"48273","Kleberg",9.96794740642767
"48391","Refugio",8.39103422399671
"48201","Harris",6.88813771618993
"48443","Terrell",6.48171118143925
"48229","Hudspeth",7.59329160447719
"48205","Hartley",10.9041470147154
"48351","Newton",10.2300109377941
"54107","Wood",5.38249678938665
"49037","San Juan",9.33217451227704
"49033","Rich",8.50988363251065
"50027","Windsor",8.26993146731845
"51119","Middlesex",9.03853016944018
"51131","Northampton",6.01761418233348
"51117","Mecklenburg",9.49423317373774
"51133","Northumberland",12.1606584383119
"51051","Dickenson",12.1762455398978
"51107","Loudoun",6.21080121254857
"51181","Surry",9.29258332679758
"53027","Grays Harbor",8.43852665837635
"53053","Pierce",9.24192286883325
"53047","Okanogan",9.53422163916322
"53071","Walla Walla",10.9026328885675
"02066","Copper River",8.51357227613122
"54031","Hardy",7.19816757424408
"54023","Grant",9.46769639159611
"55121","Trempealeau",7.25578082313185
"55037","Florence",8.75502823115196
"02100","Haines",5.03553289694473
"56045","Weston",6.50169720629881
"05013","Calhoun",7.81199340655762
"05061","Howard",10.2483695448727
"05099","Nevada",10.0356466421148
"05103","Ouachita",11.585477203295
"06063","Plumas",6.9981330480298
"06101","Sutter",7.13429996383042
"06021","Glenn",7.87256648864163
"08015","Chaffee",6.25039338996196
"08065","Lake",10.3302540194439
"08027","Custer",8.04391157876707
"12097","Osceola",7.68025973620439
"12119","Sumter",10.2111275004402
"12107","Putnam",8.69538775003277
"13219","Oconee",8.77060734846354
"13135","Gwinnett",6.57514542775256
"13009","Baldwin",8.76568456809305
"13001","Appling",6.55400217126396
"13271","Telfair",10.8328185209465
"13217","Newton",5.19730178034515
"13163","Jefferson",9.00334218615125
"13267","Tattnall",9.3367271796852
"13317","Wilkes",9.12972475519307
"13319","Wilkinson",11.2458679379506
"13237","Putnam",8.63976679331112
"13079","Crawford",8.85239717224362
"16013","Blaine",8.26450926885449
"16023","Butte",7.42489072685738
"16025","Camas",10.3104835353112
"17065","Hamilton",10.7646972881531
"18055","Greene",9.37075199344281
"18051","Gibson",6.2647763343284
"18027","Daviess",6.58478844965167
"19039","Clarke",7.39217453551515
"19001","Adair",10.9585898792031
"20027","Clay",7.59628403299641
"20171","Scott",7.74468959983794
"20047","Edwards",10.953212195033
"21115","Johnson",7.96212182667077
"21175","Morgan",7.33171630392705
"21095","Harlan",11.4509147569433
"21187","Owen",5.21857429149412
"21097","Harrison",5.32886942516452
"21197","Powell",11.4328291299949
"21069","Fleming",10.4493331723839
"21063","Elliott",8.34053975240304
"21079","Garrard",8.91799580624078
"22069","Natchitoches",9.67635249192948
"22081","Red River",7.9059593130771
"22001","Acadia",9.82609535894104
"23007","Franklin",8.46284398769358
"25015","Hampshire",6.88617003700517
"26095","Luce",8.89731970347741
"27097","Morrison",12.2266137475421
"27023","Chippewa",9.51638386529502
"27139","Scott",8.49248735973069
"27087","Mahnomen",6.31194103126415
"28121","Rankin",8.74707976497672
"28083","Leflore",11.759230939454
"29113","Lincoln",7.98710886089039
"29167","Polk",5.80766341320085
"29207","Stoddard",5.47878705233586
"30013","Cascade",9.23535576126556
"30093","Silver Bow",6.81046271913311
"30055","McCone",6.11676496616132
"30059","Meagher",9.47481902608551
"30033","Garfield",11.2729987394646
"31071","Garfield",8.89083637429337
"31115","Loup",10.4907075538356
"31075","Grant",9.3944223527359
"36053","Madison",9.00085938539766
"36077","Otsego",10.0188882659893
"36051","Livingston",11.4565615563092
"37147","Pitt",5.59931878141057
"37085","Harnett",6.95092396775378
"37079","Greene",6.25789854431842
"37125","Moore",7.70654918526439
"37023","Burke",6.95383024303225
"37021","Buncombe",8.31784087606469
"37093","Hoke",10.2849875175295
"38073","Ransom",10.1068613060843
"38007","Billings",7.98159092790092
"39101","Marion",8.22193527531387
"40027","Cleveland",9.27123505487135
"42071","Lancaster",7.72222449480348
"42043","Dauphin",9.06272612893476
"42067","Juniata",10.5332847657666
"42027","Centre",9.58176946603332
"42035","Clinton",11.3806007329358
"42063","Indiana",9.10777995170547
"42099","Perry",8.48261933484139
"45077","Pickens",10.4375315504611
"45041","Florence",6.60006578401563
"45087","Union",9.93412134005855
"46103","Pennington",7.25902406905203
"46095","Mellette",8.10804535253846
"47035","Cumberland",5.38468318303315
"47021","Cheatham",6.61974485118761
"47005","Benton",6.57453282890816
"47041","DeKalb",8.8261466965466
"47129","Morgan",6.50327072881146
"47185","White",10.123608805642
"47151","Scott",10.3012757135163
"47107","McMinn",9.12460904545718
"47117","Marshall",7.20354042034976
"47003","Bedford",10.2575253648746
"48373","Polk",10.1209096117982
"48139","Ellis",8.61451065778248
"48491","Williamson",10.3052036892254
"48213","Henderson",8.70643069414602
"48005","Angelina",10.2170280885476
"48441","Taylor",8.42037486567179
"48199","Hardin",10.2237173336727
"48055","Caldwell",12.2136119702281
"48063","Camp",9.47890260046829
"48395","Robertson",7.3600315071929
"48223","Hopkins",8.50829182452439
"48225","Houston",9.57216850671537
"48341","Moore",6.82913070348607
"48461","Upton",7.90833714030951
"48387","Red River",9.99706772590566
"48383","Reagan",8.31659246254733
"48313","Madison",7.6340882233533
"49051","Wasatch",9.88755508092826
"49057","Weber",9.01088148588607
"49035","Salt Lake",9.94342791682238
"51101","King William",7.50695620369954
"51085","Hanover",8.66558330405169
"51003","Albemarle",8.84154874423544
"51019","Bedford",9.12841214531516
"51067","Franklin",8.8016681768522
"51015","Augusta",8.38076768667716
"51113","Madison",7.93941518359966
"51053","Dinwiddie",7.33770026926436
"51121","Montgomery",9.9349612780849
"51081","Greensville",8.03951561848939
"53005","Benton",6.84755958497566
"54085","Ritchie",9.11565438663179
"54033","Harrison",9.97115502055426
"54017","Doddridge",10.7216192363235
"54043","Lincoln",4.39867630268723
"54001","Barbour",10.0081642976182
"54007","Braxton",8.28354220015199
"55111","Sauk",10.0761965297635
"55107","Rusk",9.39833280727277
"60020","Manu'a",9.60055513927703
"69110","Saipan",6.40820720375714
"72097","Mayagüez",9.4832643279615
"72031","Carolina",9.60671132897068
"72113","Ponce",9.21905054812836
"72039","Ciales",9.29663406281121
"72047","Corozal",10.0346203737083
"72037","Ceiba",8.68736859006665
"72067","Hormigueros",6.2356348396891
"21237","Wolfe",8.36842965337236
"48243","Jeff Davis",8.37418665236234
"10003","New Castle",9.2175815081531
"06005","Amador",12.3592711334836
"06089","Shasta",8.79105998065927
"04013","Maricopa",7.00170502791241
"12127","Volusia",4.77798072332908
"12101","Pasco",9.2575302701975
"12123","Taylor",8.32660234156662
"12017","Citrus",7.11249279804226
"12131","Walton",7.68027414925454
"12031","Duval",8.94942497641919
"12053","Hernando",7.44990451684373
"12065","Jefferson",7.7581813135256
"12039","Gadsden",8.76952180447254
"17043","DuPage",9.36569212524315
"17161","Rock Island",9.48447056565419
"13215","Muscogee",6.73219352851633
"13039","Camden",8.1955512152746
"13127","Glynn",3.34396747711982
"13049","Charlton",8.70199602142035
"13241","Rabun",7.54082137905626
"01089","Madison",7.80144211523973
"01071","Jackson",12.727993291091
"05007","Benton",9.60552732103584
"04015","Mohave",8.46857616466257
"04005","Coconino",9.67917241027148
"05073","Lafayette",7.48766280340015
"05133","Sevier",7.41831884187481
"05021","Clay",8.98425336164558
"05107","Phillips",7.91110184075541
"05093","Mississippi",5.11094442972511
"05015","Carroll",9.40778973014356
"06083","Santa Barbara",9.76912233735029
"06111","Ventura",8.74762836065581
"06025","Imperial",6.21758903948388
"06065","Riverside",6.98768708447364
"06051","Mono",8.4479409490691
"06023","Humboldt",6.23991303921607
"06093","Siskiyou",7.44429735138334
"08071","Las Animas",11.7874328747159
"08123","Weld",6.4922917700807
"08069","Larimer",8.84993163458283
"09110","Capitol",4.79675824196236
"38067","Pembina",8.85196827986372
"37007","Anson",7.26555386270182
"38053","McKenzie",8.34228167557148
"39095","Lucas",6.9017612852884
"39171","Williams",10.8847325073044
"41015","Curry",9.8915753171665
"41039","Lane",10.4450863063761
"41025","Harney",9.70581845726987
"42051","Fayette",8.79834741264832
"42055","Franklin",9.78247401668757
"44007","Providence",8.36982584343942
"45003","Aiken",6.86433846753495
"13251","Screven",9.12061255114357
"12095","Orange",10.2345938134443
"16033","Clark",9.3864379661303
"16049","Idaho",6.56171432705249
"16069","Nez Perce",6.70916890063298
"16059","Lemhi",9.13454030186694
"17125","Mason",5.69963559488229
"16021","Boundary",9.24673574769039
"17087","Johnson",7.94170313099969
"18129","Posey",7.16872670037374
"19111","Lee",7.46182304126744
"26073","Isabella",8.69859335490024
"26115","Monroe",12.3566399582489
"19051","Davis",7.79124700236745
"19149","Plymouth",11.3787081652641
"19063","Emmet",8.48900750427133
"18081","Johnson",10.8143715487077
"20147","Phillips",7.38915544177844
"36025","Delaware",7.91975885067916
"36061","New York",8.72136176724871
"36065","Oneida",7.28842292700683
"08059","Jefferson",7.96496921384805
"08037","Eagle",6.17145709060763
"40147","Washington",9.99693725641871
"21027","Breckinridge",10.3351503438734
"40075","Kiowa",9.11827741852673
"40113","Osage",9.40485955304648
"08117","Summit",9.4480573241328
"36115","Washington",7.86714441491674
"36009","Cattaraugus",8.34668975098869
"21221","Trigg",13.7973142851068
"22075","Plaquemines",9.52400904723615
"08093","Park",11.4735235072915
"08051","Gunnison",5.57538659885072
"22113","Vermilion",8.3052806231572
"22101","St. Mary",6.25965408056185
"08107","Routt",8.80946968139953
"22017","Caddo",8.86347825674219
"08029","Delta",9.35912623562789
"22123","West Carroll",9.77157914851574
"22115","Vernon",7.11456334508419
"23031","York",6.15778852524874
"22091","St. Helena",9.20477144024051
"23003","Aroostook",11.0036447363523
"02090","Fairbanks North Star",8.43469228392131
"02050","Bethel",10.6539691521428
"02240","Southeast Fairbanks",8.75860921508862
"23017","Oxford",7.62708741898451
"24037","St. Mary's",7.88229794861722
"24017","Charles",8.16295341284297
"02188","Northwest Arctic",9.20915548465032
"24021","Frederick",8.01058778854344
"24043","Washington",7.73655159918708
"01043","Cullman",8.69794323195744
"01001","Autauga",7.73971688028122
"01121","Talladega",5.67523057999483
"25025","Suffolk",7.71401622543857
"25005","Bristol",10.136844497861
"01131","Wilcox",7.45377517046333
"01091","Marengo",7.37037654219124
"27027","Clay",9.79532932945341
"27017","Carlton",9.88460093420319
"27119","Polk",9.13243813590792
"01041","Crenshaw",9.9051790356476
"01085","Lowndes",7.6738424777149
"01063","Greene",10.2485709750513
"28149","Warren",7.27820192222135
"28153","Wayne",10.7608582424802
"29143","New Madrid",10.8595222583091
"29095","Jackson",7.17559389101756
"29183","St. Charles",7.87911273546828
"29197","Schuyler",8.13640775192067
"29023","Butler",10.6886887287881
"29157","Perry",5.95065899418585
"30003","Big Horn",9.6559634647093
"30053","Lincoln",6.73747371594759
"30051","Liberty",7.7772155832298
"30005","Blaine",6.96090429479243
"30083","Richland",7.53338444990187
"30001","Beaverhead",7.2025487285412
"30009","Carbon",9.85090270094175
"32017","Lincoln",7.6786827968115
"32033","White Pine",9.03429225717612
"33017","Strafford",8.3423695807465
"34009","Cape May",8.46374289653778
"34015","Gloucester",7.08075040934826
"34003","Bergen",7.02506116673247
"34019","Hunterdon",8.06096237436651
"35017","Grant",7.19276600514335
"35045","San Juan",6.51628119743939
"35039","Rio Arriba",10.0039967687894
"35007","Colfax",7.64991609110242
"36045","Jefferson",11.339915470134
"36019","Clinton",8.9510513016597
"36031","Essex",6.12239372343886
"37095","Hyde",9.58651527616365
"37055","Dare",7.90115701006687
"37129","New Hanover",12.1898614050099
"37119","Mecklenburg",5.33427381153194
"37137","Pamlico",8.36259899308828
"37089","Henderson",11.5406085543869
"37115","Madison",10.0158870386288
"37155","Robeson",6.87161866088363
"38017","Cass",7.83067435371437
"13185","Lowndes",8.79443899168941
"13171","Lamar",9.41957138795892
"13133","Greene",10.7643932101076
"13183","Long",8.85369748586893
"13019","Berrien",8.77862256724189
"13263","Talbot",7.40863959972363
"13191","McIntosh",8.32404452997534
"13205","Mitchell",7.90399556845593
"13141","Hancock",5.37765017959143
"13283","Treutlen",8.23987772837562
"13265","Taliaferro",9.36892079544764
"15003","Honolulu",9.17189861551785
"15001","Hawaii",9.12924981294477
"16063","Lincoln",9.32436316397445
"16037","Custer",9.200048490649
"16039","Elmore",9.33671046078305
"16003","Adams",10.3683025044735
"16029","Caribou",10.0990986584078
"17047","Edwards",5.93109790377179
"18049","Fulton",8.99030895369546
"18175","Washington",5.57170021418103
"18013","Brown",9.95103723902357
"18009","Blackford",7.95110702801958
"19105","Jones",6.59621994245285
"19077","Guthrie",7.53507204526262
"20149","Pottawatomie",9.42085249510855
"20055","Finney",9.05786274423307
"20167","Russell",7.46454040970366
"20135","Ness",9.33452506164258
"20093","Kearny",9.33258093582513
"21029","Bullitt",12.0979324269663
"21067","Fayette",7.56203412085341
"21209","Scott",8.76259726849404
"21031","Butler",8.47109353394433
"21025","Breathitt",10.0437645548896
"21181","Nicholas",11.6976132680309
"21155","Marion",9.59283275027481
"21085","Grayson",10.9077519718245
"21177","Muhlenberg",7.17028001327503
"45069","Marlboro",6.42746189283634
"45007","Anderson",9.80216964808092
"45083","Spartanburg",8.10370009922462
"46127","Union",6.59497728399127
"46013","Brown",8.63234628733034
"47079","Henry",11.0121693111833
"47029","Cocke",8.52296837846455
"47155","Sevier",7.34978749629714
"47167","Tipton",9.26338619850067
"47147","Robertson",9.386271599549
"48167","Galveston",8.69169902353319
"48261","Kenedy",7.51077541043932
"48479","Webb",8.76646295632368
"48409","San Patricio",6.72146992899902
"48141","El Paso",9.27976147170209
"48321","Matagorda",10.2622891138507
"48245","Jefferson",7.60051771061585
"49025","Kane",7.05729638607986
"51141","Patrick",6.69030841093934
"49005","Cache",7.8192493913556
"49043","Summit",7.2831434198269
"49047","Uintah",5.99149829985976
"49023","Juab",9.71459606183154
"50009","Essex",10.7007387310914
"51001","Accomack",6.78139414017703
"51095","James City",9.34119077441757
"51093","Isle of Wight",10.4754802216833
"51153","Prince William",8.76365213546394
"51057","Essex",9.57962576462716
"51105","Lee",9.38090150153652
"51195","Wise",7.77112534435829
"51191","Washington",8.3446877357165
"51083","Halifax",6.59507323851257
"51059","Fairfax",5.41624659562149
"51171","Shenandoah",11.1959190769127
"53073","Whatcom",11.2053947750581
"53067","Thurston",8.59351958116072
"53033","King",8.98918296056304
"53075","Whitman",9.48031182892947
"53031","Jefferson",10.0618947676393
"53065","Stevens",8.50334464738806
"54063","Monroe",9.27434554601599
"54073","Pleasants",7.66862242335439
"54095","Tyler",8.20277442026958
"54047","McDowell",5.8899314015968
"54025","Greenbrier",8.28038367837989
"54027","Hampshire",8.21962847404259
"54071","Pendleton",9.10896789986603
"55003","Ashland",11.0228304548944
"55011","Buffalo",9.68507651987065
"04007","Gila",6.04547453584575
"05023","Cleburne",9.66028451917572
"05069","Jefferson",6.95523702971931
"05029","Conway",11.4204660771736
"05117","Prairie",9.05210174874325
"05057","Hempstead",8.21820696237812
"05067","Jackson",10.840196404863
"05039","Dallas",7.75680019609736
"06039","Madera",6.0009451891077
"06047","Merced",7.68706594576114
"06103","Tehama",8.82070120416608
"06115","Yuba",6.57002022518758
"06043","Mariposa",9.92047776002351
"08053","Hinsdale",6.37566422317621
"08033","Dolores",6.42911616214975
"12001","Alachua",8.598131084353
"12073","Leon",10.242913645716
"12093","Okeechobee",5.69995781012498
"12013","Calhoun",7.93627014450602
"12007","Bradford",8.70835692251134
"12023","Columbia",8.3036962425519
"13089","DeKalb",7.1366935365451
"13139","Hall",5.92671093316835
"13153","Houston",8.93345107499395
"13137","Habersham",7.2004398650165
"13157","Jackson",5.9696341665291
"13279","Toombs",8.08741561594017
"13013","Barrow",8.83846367322732
"13269","Taylor",11.2702394643782
"13113","Fayette",11.2640864727153
"48455","Trinity",10.2911087127285
"48015","Austin",9.33707030850982
"48035","Bosque",7.93334562467207
"48001","Anderson",8.84879948001937
"48119","Delta",7.93120107285517
"48469","Victoria",8.67335001532684
"48411","San Saba",8.0797825052725
"48459","Upshur",7.05284811326252
"48083","Coleman",9.72312682874525
"48153","Floyd",8.81285772782782
"48471","Walker",11.6805037142926
"48477","Washington",7.0155352094021
"48335","Mitchell",7.41362062692677
"48343","Morris",10.0884990267197
"48263","Kent",7.21086201296502
"48011","Armstrong",8.48282980975881
"21153","Magoffin",8.45829911947719
"21121","Knox",9.12990598071393
"21017","Bourbon",9.09497801044617
"21205","Rowan",9.82985387065932
"21051","Clay",9.50261787134872
"21043","Carter",14.1787032188918
"21123","Larue",9.14322865986489
"22103","St. Tammany",7.74350953140286
"22009","Avoyelles",6.55475538100428
"22073","Ouachita",11.2571361077403
"22127","Winn",8.92320959430752
"22097","St. Landry",6.35560973141866
"22025","Catahoula",8.58963222641385
"22077","Pointe Coupee",10.0632317566418
"22041","Franklin",7.09760236559233
"24027","Howard",5.98683352374137
"27053","Hennepin",7.77837280816063
"27013","Blue Earth",10.9330252752848
"27039","Dodge",8.80333265685875
"28029","Copiah",7.98335554421794
"28089","Madison",8.37918130688969
"28081","Lee",8.43775052910872
"28051","Holmes",8.58162168187276
"28073","Lamar",10.2174366728566
"29057","Dade",7.75863169116481
"29205","Shelby",5.22845151436026
"30063","Missoula",13.0649262224778
"30043","Jefferson",5.6081307558473
"30099","Teton",7.88791477971474
"30049","Lewis and Clark",6.11810500380229
"30087","Rosebud",7.15077681602509
"30027","Fergus",10.3815214840519
"30045","Judith Basin",9.28973521949218
"30023","Deer Lodge",7.7480682350293
"31167","Stanton",9.01445540218085
"31101","Keith",7.40119783167681
"32011","Eureka",3.51368755638896
"32015","Lander",8.71091428385082
"34027","Morris",11.0913597077664
"35033","Mora",7.22928811997023
"35011","De Baca",6.06877601652606
"36091","Saratoga",8.286374633092
"37015","Bertie",5.48087382074366
"37027","Caldwell",8.41611563932958
"37111","McDowell",8.54616602311025
"37153","Richmond",6.79831217403636
"37123","Montgomery",6.34165404562345
"37083","Halifax",9.25698941395556
"37059","Davie",10.2903424493224
"37199","Yancey",11.7965238174108
"38005","Benson",8.7219931953329
"38003","Barnes",9.39522565281297
"38059","Morton",8.48750397979353
"38037","Grant",6.60596577506193
"39147","Seneca",9.8464363413628
"39059","Guernsey",10.3190746973831
"40073","Kingfisher",7.75681421137679
"41005","Clackamas",9.46834718935023
"41047","Marion",8.43120818268184
"41031","Jefferson",8.03988468809689
"42031","Clarion",9.93889763256414
"42061","Huntingdon",8.56940240321222
"45085","Sumter",9.38519839967041
"45031","Darlington",6.54986391478219
"45035","Dorchester",9.54320813855445
"45015","Berkeley",10.9770087063683
"45025","Chesterfield",7.84105735776519
"45075","Orangeburg",9.25703298072096
"45055","Kershaw",10.8793341781324
"45059","Laurens",8.5800392200035
"45017","Calhoun",8.35556449190988
"45009","Bamberg",7.21960838366839
"46003","Aurora",9.50215682235804
"47045","Dyer",8.64909621899544
"47093","Knox",9.67374363744439
"47189","Wilson",5.93173184841179
"47143","Rhea",6.20238141403879
"47053","Gibson",9.94161029034564
"47085","Humphreys",8.95809421482921
"47159","Smith",6.39531029161371
"47049","Fentress",7.57808745190291
"47145","Roane",7.78751925984466
"47105","Loudon",8.74397553622464
"47055","Giles",7.83571028406764
"47119","Maury",9.03311662635682
"47121","Meigs",10.5532279806361
"47135","Perry",9.12162424356546
"47127","Moore",7.2700406514022
"48091","Comal",9.91275362947699
"48453","Travis",8.5471474452306
"48475","Ward",8.49458216198962
"48161","Freestone",8.9936591117425
"48073","Cherokee",11.5954234193566
"48293","Limestone",7.72832434702602
"48499","Wood",5.22347485344415
"48333","Mills",9.19421603297989
"48317","Martin",7.20181555850191
"23025","Somerset",7.78214797454335
"24033","Prince George's",7.73845470195345
"24015","Cecil",6.06368398202892
"01101","Montgomery",6.86753409569971
"01095","Marshall",7.73601028282848
"25017","Middlesex",10.3000920895322
"25027","Worcester",4.51759696146008
"26083","Keweenaw",8.36865129608196
"01109","Pike",3.70761692057778
"27167","Wilkin",7.36421577451443
"27073","Lac qui Parle",10.0719473383818
"27089","Marshall",7.3572914443189
"28055","Issaquena",9.1384509407875
"28021","Claiborne",7.42878756402203
"29013","Bates",9.72461811541021
"29087","Holt",7.35173834302111
"30081","Ravalli",8.20832870973011
"31095","Jefferson",8.17254199553758
"32003","Clark",7.4519363446378
"33007","Coos",10.0633125594317
"34033","Salem",8.27976994979003
"34021","Mercer",6.1498400921892
"35055","Taos",9.02082789547404
"36013","Chautauqua",8.83921252027403
"37019","Brunswick",6.78725806676739
"37113","Macon",4.85678844478885
"37013","Beaufort",9.3814947953165
"37139","Pasquotank",5.14235134938281
"37173","Swain",10.3679963357841
"38099","Walsh",5.60425452272889
"39167","Washington",1.57541224150685
"39061","Hamilton",7.47059952580587
"40065","Jackson",8.40751294404431
"40079","Le Flore",9.46728368415301
"40135","Sequoyah",10.5655765812334
"41035","Klamath",7.58010224081228
"42133","York",8.52071599184156
"42095","Northampton",8.5873877710907
"42127","Wayne",8.05928783835665
"45019","Charleston",9.72011224647893
"45021","Cherokee",11.0795871302411
"46023","Charles Mix",6.58929078955476
"47157","Shelby",10.0450230490245
"47025","Claiborne",7.1788431906844
"48071","Chambers",8.72101153996891
"48323","Maverick",7.57052664086279
"48203","Harrison",6.73376853806677
"48037","Bowie",6.76607881718028
"48277","Lamar",9.02201421621977
"48359","Oldham",7.43954063841166
"48315","Marion",8.07843701943461
"49019","Grand",10.2287520762126
"49045","Tooele",10.8558150081819
"51099","King George",10.7789972215969
"51027","Buchanan",8.36856182315504
"53055","San Juan",6.58733106461531
"53011","Clark",10.571158640778
"53045","Mason",8.43225061731767
"53019","Ferry",8.85798975369399
"54037","Jefferson",7.41632696952199
"55051","Iron",7.52469678096666
"55007","Bayfield",7.25226919223931
"56029","Park",9.70316615408064
"78030","St. Thomas",10.4279154790307
"04025","Yavapai",11.0897032553441
"49029","Morgan",11.3244531584842
"49011","Davis",12.8279790415845
"51031","Campbell",8.13451526251066
"51075","Goochland",8.18510139036117
"51033","Caroline",8.71027744868194
"51155","Pulaski",7.78387467964901
"51161","Roanoke",8.39858603732877
"51149","Prince George",7.80919146806883
"51147","Prince Edward",9.51473364645646
"51157","Rappahannock",9.25387205825421
"51029","Buckingham",8.48136746725806
"51660","Harrisonburg",7.81714862990037
"51007","Amelia",9.95247609808481
"51097","King and Queen",9.52398214930337
"53077","Yakima",7.8671416431041
"53017","Douglas",5.47767147754097
"53041","Lewis",8.92498238271012
"53043","Lincoln",7.5176343183811
"54021","Gilmer",10.000332283189
"54045","Logan",8.82261218437651
"54081","Raleigh",7.5037093981342
"54093","Tucker",7.30640037910252
"55133","Waukesha",9.31921327573947
"31091","Hooker",6.08141910335526
"01003","Baldwin",10.9847729952056
"01129","Washington",12.6771155718172
"02122","Kenai Peninsula",5.55550423503924
"05139","Union",7.03439555169895
"06073","San Diego",6.23188879192162
"06081","San Mateo",6.86648855642946
"06091","Sierra",8.35526438549646
"06017","El Dorado",5.67444761521569
"06007","Butte",8.25383509355875
"09170","South Central Connecticut",8.214519827564
"06109","Tuolumne",9.54455619478968
"04021","Pinal",8.36569809883283
"12075","Levy",8.7112717471377
"12045","Gulf",7.79165502008856
"16087","Washington",6.75207019344217
"13073","Columbia",7.17223238485973
"13313","Whitfield",9.57174567609898
"13143","Haralson",9.02115637546195
"16073","Owyhee",7.24971356131362
"16043","Fremont",6.15995798658769
"17003","Alexander",8.38890027039544
"18047","Franklin",8.82587101524946
"26089","Leelanau",5.54119132089365
"18147","Spencer",8.08340707015659
"18183","Whitley",9.32034578822895
"08109","Saguache",7.9186302122024
"26121","Muskegon",7.4391775131903
"21133","Letcher",7.24166113631746
"40125","Pottawatomie",8.46505665212778
"08043","Fremont",8.24153073595429
"26047","Emmet",10.6673571413337
"08013","Boulder",11.1633246086512
"08049","Grand",9.68150274923214
